-53.4410703,21.9875863,14.5755229
-53.6764118,22.4278160,14.6111055
-53.9133359,22.8674834,14.6458915
-54.1518803,23.3065166,14.6799007
-54.3918018,23.7443227,14.7131524
-54.6334692,24.1814281,14.7456653
-54.8768893,24.6176897,14.7774576
-55.1219371,25.0527308,14.8085468
-55.3688870,25.4868842,14.8389501
-55.6177365,25.9199865,14.8686841
-55.8684747,26.3518624,14.8977650
-56.1212655,26.7826377,14.9262083
-56.3761160,27.2121677,14.9540295
-56.6331075,27.6404343,14.9812432
-56.8922926,28.0673717,15.0000000
-57.1537108,28.4928948,15.0000000
-57.4174989,28.9170762,15.0000000
-57.6836090,29.3396933,15.0000000
-57.9521342,29.7607534,15.0000000
-58.2232270,30.1803539,15.0000000
-58.4967564,30.5981576,15.0000000
-58.7728806,31.0142774,15.0000000
-59.0517393,31.4287925,15.0000000
-59.3331361,31.8412896,15.0000000
-59.6172888,32.2519718,15.0000000
-59.9043202,32.6608969,15.0000000
-60.1939807,33.0675999,15.0000000
-60.4865213,33.4723300,15.0000000
-60.7820760,33.8751625,15.0000000
-61.0803444,34.2755887,15.0000000
-61.3815680,34.6738388,15.0000000
-61.6859452,35.0700714,15.0000000
-61.9931223,35.4637294,15.0000000
-62.3032849,35.8549600,15.0000000
-62.6167504,36.2440582,15.0000000
-62.9331146,36.6304162,15.0000000
-63.2524867,37.0140686,15.0000000
-63.5753099,37.3954272,15.0000000
-63.9011535,37.7738554,15.0000000
-64.2300811,38.1494436,15.0000000
-64.5621603,38.5226110,15.0000000
-64.8965596,38.8934443,15.0000000
-65.2326136,39.2626289,15.0000000
-65.5698093,39.6308605,15.0000000
-65.9076084,39.9979496,15.0000000
-66.2468936,40.3647454,15.0000000
-66.5872283,40.7305132,15.0000000
-66.9281435,41.0945841,15.0000000
-67.2709484,41.4581883,15.0000000
-67.6150761,41.8205744,15.0000000
-67.9598268,42.1809137,15.0000000
-68.3067645,42.5407794,15.0000000
-68.6548531,42.8990683,15.0000000
-69.0038033,43.2555131,15.0000000
-69.3550280,43.6116190,15.0000000
-69.7066822,43.9656210,14.5895552
-70.0596391,44.3185599,14.0754158
-70.4147767,44.6715031,13.5448773
-70.7690140,45.0216374,12.9951446
-71.1252587,45.3721369,12.4240723
-71.4819978,45.7218503,11.8286544
-71.8385849,46.0705479,11.2059610
-72.1969584,46.4205498,10.5526068
-72.5530221,46.7683425,9.8803313
-72.9103691,47.1181174,9.1793772
-73.2664510,47.4679330,8.4361842
-73.6225156,47.8195557,7.6850059
-73.9749953,48.1740490,6.9341798
-74.3204814,48.5386945,6.3659084
-74.6380561,48.9209249,6.0475461
-74.9117438,49.3417750,5.8845156
-75.1156920,49.7968963,5.8182346
-75.2372399,50.2800222,5.7528342
-75.2716241,50.7890656,5.6932505
-75.2166461,51.2910195,5.5841654
-75.0734304,51.7628946,5.5290648
-74.9046531,52.2005248,5.4734095
-74.7130483,52.6552170,5.8391397
-74.4389717,53.0780167,5.7819032
-74.0959017,53.4557187,5.8595246
-73.7047800,53.7678376,5.8979764
-73.2702303,54.0147666,5.9234792
-72.8044495,54.1973478,6.0311173
-72.3215326,54.3242502,6.2437274
-71.8293148,54.4134996,6.5952413
-71.3347923,54.4776931,6.9224190
-70.8371606,54.5244904,7.2286909
-70.3391576,54.5577074,7.5167311
-69.8402734,54.5801979,7.7886741
-69.3407411,54.5940568,8.0462582
-68.8416779,54.6011892,8.2909225
-68.3421253,54.6031082,8.5238757
-67.8426143,54.6003961,8.7461452
-67.3435873,54.5933468,8.9586141
-66.8440274,54.5820975,9.1620482
-66.3448502,54.5668060,9.3571175
-65.8460795,54.5476158,9.5444124
-65.3469198,54.5246252,9.7244567
-64.8482662,54.4979991,9.8977177
-64.3499011,54.4678530,10.0646149
-63.8514435,54.4342798,10.2255267
-63.3534557,54.3974305,10.3807958
-62.8557045,54.3574012,10.5307340
-62.3580493,54.3142863,10.6756260
-61.8608251,54.2682192,10.8157328
-61.3638247,54.2192835,10.9512943
-60.8670328,54.1675760,11.0825319
-60.3706329,54.1132131,11.2096501
-59.8744637,54.0562726,11.3328390
-59.3785629,53.9968516,11.4522747
-58.8830154,53.9350526,11.5681219
-58.3877127,53.8709527,11.6805339
-57.8927016,53.8046473,11.7896545
-57.3980060,53.7362284,11.8956183
-56.9035679,53.6657760,11.9985517
-56.4094190,53.5933820,12.0985737
-55.9155478,53.5191318,12.1957963
-55.4219409,53.4431103,12.2903255
-54.9286024,53.3654047,12.3822611
-54.4355037,53.2860972,12.4716977
-53.9426670,53.2052783,12.5587249
-53.4500649,53.1230303,12.6434278
-52.9576641,53.0394349,12.7258871
-52.4655123,52.9545879,12.8061796
-51.9735522,52.8685673,12.8843784
-51.4817538,52.7814563,12.9605531
-50.9901802,52.6933550,13.0347700
-50.4987502,52.6043378,13.1070927
-50.0074400,52.5144915,13.1775816
-49.5163145,52.4239228,13.2462947
-49.0252748,52.3327165,13.3132874
-48.5343295,52.2409784,13.3786127
-48.0434803,52.1488136,13.4423216
-47.5526814,52.0563189,13.5044627
-47.0619379,51.9636011,13.5650829
-46.5711963,51.8707563,13.6242273
-46.0804704,51.7778941,13.6819388
-45.5897498,51.6851191,13.7382592
-45.0989434,51.5925214,13.7932284
-44.6081194,51.5002209,13.8468848
-44.1172405,51.4083178,13.8992654
-43.6261984,51.3168987,13.9504061
-43.1351073,51.2260919,14.0003411
-42.6438946,51.1359904,14.0491037
-42.1524527,51.0466805,14.0967260
-41.6609339,50.9582958,14.1432387
-41.1692250,50.8709207,14.1886719
-40.6772322,50.7846435,14.2330543
-40.1851395,50.6995999,14.2764139
-39.6927916,50.6158659,14.3187775
-39.2001157,50.5335318,14.3601714
-38.7073228,50.4527337,14.4006206
-38.2142195,50.3735398,14.4401497
-37.7207521,50.2960413,14.4787824
-37.2271574,50.2203730,14.5165414
-36.7332143,50.1465976,14.5534491
-36.2388757,50.0748045,14.5895269
-35.7444070,50.0051265,14.6247957
-35.2495760,49.9376232,14.6592757
-34.7543192,49.8723793,14.6929866
-34.2589373,49.8095246,14.7259474
-33.7632097,49.7491195,14.7581765
-33.2670237,49.6912401,14.7896919
-32.7707262,49.6360134,14.8205110
-32.2741334,49.5835032,14.8506508
-31.7770469,49.5337753,14.8801276
-31.2798709,49.4869522,14.9089574
-30.7824875,49.4430711,14.9371558
-30.2845757,49.4020698,14.9647378
-29.7866944,49.3637259,14.9917180
-29.2887108,49.3276712,15.0000000
-28.7904954,49.2935688,15.0000000
-28.2922819,49.2612849,15.0000000
-27.7936265,49.2306880,15.0000000
-27.2953480,49.2017273,15.0000000
-26.7968803,49.1742865,15.0000000
-26.2977468,49.1482708,15.0000000
-25.7993575,49.1236878,15.0000000
-25.3007602,49.1004292,15.0000000
-24.8011920,49.0784072,15.0000000
-24.3028078,49.0576595,15.0000000
-23.8040659,49.0380607,15.0000000
-23.3039564,49.0195142,14.6613167
-22.8059324,49.0020778,14.1327298
-22.3068566,48.9855625,13.5902326
-21.8066872,48.9698874,13.0321730
-21.3088268,48.9550615,12.4563505
-20.8090123,48.9408484,11.8580890
-20.3099402,48.9270925,11.2295746
-19.8113064,48.9132823,10.6053797
-19.3102789,48.8980416,9.9863902
-18.8136468,48.8797536,9.3741505
-18.3135593,48.8559635,8.7580139
-17.8154038,48.8245566,8.1335982
-17.3160763,48.7822776,7.5797758
-16.8203662,48.7206972,7.1709043
-16.3280703,48.6254834,6.8627335
-15.8506690,48.4868094,6.6716425
-15.3853666,48.2925958,6.4781474
-14.9499282,48.0434755,6.2912407
-14.5545569,47.7421330,6.1075879
-14.1937847,47.3751255,6.0473225
-13.9100262,46.9659479,5.9864504
-13.6676438,46.5542503,6.1992333
-13.4089675,46.1369191,6.5539805
-13.1982434,45.6801707,6.5105698
-13.0493194,45.2111311,6.5413764
-12.9545234,44.7138330,6.6206447
-12.9196507,44.2133291,6.6836530
-12.9440292,43.7136467,6.7221880
-13.0267935,43.2200797,6.7627333
-13.1657992,42.7395409,6.7922335
-13.3554429,42.2776508,6.8747282
-13.5889981,41.8370464,7.0008057
-13.8589939,41.4164264,7.2026131
-14.1568110,41.0167952,7.4551234
-14.4786808,40.6341703,7.7304294
-14.8200021,40.2696656,7.9910244
-15.1782624,39.9230095,8.2384064
-15.5535412,39.5923428,8.4738296
-15.9422641,39.2793694,8.6983577
-16.3439561,38.9831183,8.9129028
-16.7578670,38.7031374,9.1182542
-17.1818780,38.4399742,9.3151016
-17.6158631,38.1929257,9.5040513
-18.0587369,37.9619954,9.6856409
-18.5093380,37.7472213,9.8583997
-18.9674089,37.5482298,10.0215501
-19.4319524,37.3650267,10.1756161
-19.9023226,37.1974565,10.3215798
-20.3779810,37.0453300,10.4605045
-20.8582157,36.9085075,10.5931764
-21.3426023,36.7867462,10.7206673
-21.8303740,36.6798692,10.8438713
-22.3211462,36.5875758,10.9638918
-22.8145414,36.5095469,11.0817348
-23.3097343,36.4454947,11.1981392
-23.8066001,36.3949883,11.3144731
-24.3047211,36.3576097,11.4315452
-24.8034666,36.3329083,11.5480117
-25.3027773,36.3203548,11.6610169
-25.8022059,36.3194030,11.7707061
-26.3015942,36.3294618,11.8772153
-26.8006468,36.3498957,11.9806726
-27.2990909,36.3800261,12.0811980
